event_id,timestamp,minutes,home_score,away_score,chl_line,chl_hi,chl_low
20200215SAT3,2020-02-15 20:42:33,0:42:33,0,0,12.5,2.88,1.36
20200215SAT3,2020-02-15 20:42:44,0:42:44,0,0,11.5,2.08,1.66
20200215SAT3,2020-02-15 20:42:44,0:42:44,0,0,12.5,2.88,1.36
20200215SAT3,2020-02-15 20:42:54,0:42:54,0,0,11.5,2.08,1.66
20200215SAT3,2020-02-15 20:42:54,0:42:54,0,0,12.5,2.88,1.36
20200215SAT3,2020-02-15 20:43:04,0:43:04,0,0,11.5,2.08,1.66
20200215SAT3,2020-02-15 20:43:04,0:43:04,0,0,12.5,2.88,1.36
20200215SAT3,2020-02-15 20:43:14,0:43:14,0,0,11.5,2.08,1.66
20200215SAT3,2020-02-15 20:43:14,0:43:14,0,0,12.5,2.88,1.36
20200215SAT3,2020-02-15 20:43:24,0:43:24,0,0,11.5,2.08,1.66
20200215SAT3,2020-02-15 20:43:24,0:43:24,0,0,12.5,2.88,1.36
20200215SAT3,2020-02-15 20:43:34,0:43:34,0,0,11.5,2.17,1.61
20200215SAT3,2020-02-15 20:43:34,0:43:34,0,0,12.5,3.05,1.32
20200215SAT3,2020-02-15 20:43:44,0:43:44,0,0,11.5,2.17,1.61
20200215SAT3,2020-02-15 20:43:44,0:43:44,0,0,12.5,3.05,1.32
20200215SAT3,2020-02-15 20:43:54,0:43:54,0,0,11.5,2.17,1.61
20200215SAT3,2020-02-15 20:43:54,0:43:54,0,0,12.5,3.05,1.32
20200215SAT3,2020-02-15 20:44:05,0:44:05,0,0,11.5,2.17,1.61
20200215SAT3,2020-02-15 20:44:05,0:44:05,0,0,12.5,3.05,1.32
20200215SAT3,2020-02-15 20:44:15,0:44:15,0,0,11.5,2.17,1.61
20200215SAT3,2020-02-15 20:44:15,0:44:15,0,0,12.5,3.05,1.32
20200215SAT3,2020-02-15 20:44:25,0:44:25,0,0,11.5,2.17,1.61
20200215SAT3,2020-02-15 20:44:25,0:44:25,0,0,12.5,3.05,1.32
20200215SAT3,2020-02-15 20:44:35,0:44:35,0,0,11.5,2.17,1.61
20200215SAT3,2020-02-15 20:44:35,0:44:35,0,0,12.5,3.05,1.32
20200215SAT3,2020-02-15 20:45:05,0:45:05,0,0,10.5,1.63,2.13
20200215SAT3,2020-02-15 20:45:05,0:45:05,0,0,11.5,2.19,1.60
20200215SAT3,2020-02-15 20:45:15,0:45:15,0,0,10.5,1.63,2.13
20200215SAT3,2020-02-15 20:45:15,0:45:15,0,0,11.5,2.19,1.60
20200215SAT3,2020-02-15 20:45:26,0:45:26,0,0,10.5,1.63,2.13
20200215SAT3,2020-02-15 20:45:26,0:45:26,0,0,11.5,2.19,1.60
20200215SAT3,2020-02-15 20:45:36,0:45:36,0,0,10.5,1.63,2.13
20200215SAT3,2020-02-15 20:45:36,0:45:36,0,0,11.5,2.19,1.60
20200215SAT3,2020-02-15 20:45:46,0:45:46,0,0,10.5,1.63,2.13
20200215SAT3,2020-02-15 20:45:46,0:45:46,0,0,11.5,2.19,1.60
20200215SAT3,2020-02-15 20:45:56,0:45:56,0,0,10.5,1.63,2.13
20200215SAT3,2020-02-15 20:45:56,0:45:56,0,0,11.5,2.19,1.60
20200215SAT3,2020-02-15 20:46:06,0:46:06,0,0,10.5,1.63,2.13
20200215SAT3,2020-02-15 20:46:06,0:46:06,0,0,11.5,2.19,1.60
20200215SAT3,2020-02-15 20:46:16,0:46:16,0,0,10.5,1.69,2.04
20200215SAT3,2020-02-15 20:46:16,0:46:16,0,0,11.5,2.29,1.55
20200215SAT3,2020-02-15 20:46:26,0:46:26,0,0,10.5,1.69,2.04
20200215SAT3,2020-02-15 20:46:26,0:46:26,0,0,11.5,2.29,1.55
20200215SAT3,2020-02-15 20:46:36,0:46:36,0,0,10.5,1.69,2.04
20200215SAT3,2020-02-15 20:46:36,0:46:36,0,0,11.5,2.29,1.55
20200215SAT3,2020-02-15 20:46:47,0:46:47,0,0,10.5,1.69,2.04
20200215SAT3,2020-02-15 20:46:47,0:46:47,0,0,11.5,2.29,1.55
20200215SAT3,2020-02-15 20:47:47,0:47:47,0,0,11.5,1.71,2.01
20200215SAT3,2020-02-15 20:47:47,0:47:47,0,0,12.5,2.30,1.54
20200215SAT3,2020-02-15 20:47:57,0:47:57,0,0,11.5,1.71,2.01
20200215SAT3,2020-02-15 20:47:57,0:47:57,0,0,12.5,2.30,1.54
20200215SAT3,2020-02-15 20:48:07,0:48:07,0,0,11.5,1.71,2.01
20200215SAT3,2020-02-15 20:48:07,0:48:07,0,0,12.5,2.30,1.54
