event_id,timestamp,minutes,home_score,away_score,chl_line,chl_hi,chl_low
20200215SAT60,2020-02-16 05:05:48,1:20:48,2,1,7.5,1.62,2.15
20200215SAT60,2020-02-16 05:05:48,1:20:48,2,1,8.5,2.40,1.50
20200215SAT60,2020-02-16 05:05:58,1:20:58,2,1,7.5,1.72,2.00
20200215SAT60,2020-02-16 05:05:58,1:20:58,2,1,8.5,2.60,1.43
20200215SAT60,2020-02-16 05:06:09,1:21:09,2,1,7.5,1.72,2.00
20200215SAT60,2020-02-16 05:06:09,1:21:09,2,1,8.5,2.60,1.43
20200215SAT60,2020-02-16 05:06:19,1:21:19,2,1,7.5,1.72,2.00
20200215SAT60,2020-02-16 05:06:19,1:21:19,2,1,8.5,2.60,1.43
20200215SAT60,2020-02-16 05:06:29,1:21:29,2,1,7.5,1.72,2.00
20200215SAT60,2020-02-16 05:06:29,1:21:29,2,1,8.5,2.60,1.43
20200215SAT60,2020-02-16 05:06:39,1:21:39,2,1,7.5,1.72,2.00
20200215SAT60,2020-02-16 05:06:39,1:21:39,2,1,8.5,2.60,1.43
20200215SAT60,2020-02-16 05:06:49,1:21:49,2,1,7.5,1.82,1.88
20200215SAT60,2020-02-16 05:06:49,1:21:49,2,1,8.5,2.83,1.37
20200215SAT60,2020-02-16 05:06:59,1:21:59,2,1,7.5,1.82,1.88
20200215SAT60,2020-02-16 05:06:59,1:21:59,2,1,8.5,2.83,1.37
20200215SAT60,2020-02-16 05:07:10,1:22:10,2,1,7.5,1.82,1.88
20200215SAT60,2020-02-16 05:07:10,1:22:10,2,1,8.5,2.83,1.37
20200215SAT60,2020-02-16 05:07:20,1:22:20,2,1,7.5,1.82,1.88
20200215SAT60,2020-02-16 05:07:20,1:22:20,2,1,8.5,2.83,1.37
20200215SAT60,2020-02-16 05:07:30,1:22:30,2,1,7.5,1.82,1.88
20200215SAT60,2020-02-16 05:07:30,1:22:30,2,1,8.5,2.83,1.37
20200215SAT60,2020-02-16 05:07:40,1:22:40,2,1,7.5,1.82,1.88
20200215SAT60,2020-02-16 05:07:40,1:22:40,2,1,8.5,2.83,1.37
20200215SAT60,2020-02-16 05:07:50,1:22:50,2,1,7.5,1.89,1.81
20200215SAT60,2020-02-16 05:07:50,1:22:50,2,1,8.5,3.00,1.33
20200215SAT60,2020-02-16 05:08:01,1:23:01,2,1,7.5,1.89,1.81
20200215SAT60,2020-02-16 05:08:01,1:23:01,2,1,8.5,3.00,1.33
20200215SAT60,2020-02-16 05:08:11,1:23:11,2,1,7.5,1.89,1.81
