timestamp,line,corner_hi,corner_low,game_starting_time,minutes
2020-02-12 21:20:11,10.5,2.15,1.62,2020-02-12 18:00:00,03:20:11
2020-02-12 21:20:11,9.5,1.72,2.00,2020-02-12 18:00:00,03:20:11
2020-02-12 21:20:11,13.5,5.00,1.13,2020-02-12 18:00:00,03:20:11
2020-02-12 21:20:22,10.5,2.15,1.62,2020-02-12 18:00:00,03:20:22
2020-02-12 21:20:22,9.5,1.72,2.00,2020-02-12 18:00:00,03:20:22
2020-02-12 21:20:22,13.5,5.00,1.13,2020-02-12 18:00:00,03:20:22
2020-02-12 21:20:32,10.5,2.15,1.62,2020-02-12 18:00:00,03:20:32
2020-02-12 21:20:32,9.5,1.72,2.00,2020-02-12 18:00:00,03:20:32
2020-02-12 21:20:32,13.5,5.00,1.13,2020-02-12 18:00:00,03:20:32
2020-02-12 21:20:42,10.5,2.15,1.62,2020-02-12 18:00:00,03:20:42
2020-02-12 21:20:42,9.5,1.72,2.00,2020-02-12 18:00:00,03:20:42
2020-02-12 21:20:42,13.5,5.00,1.13,2020-02-12 18:00:00,03:20:42
2020-02-12 21:20:52,10.5,2.15,1.62,2020-02-12 18:00:00,03:20:52
2020-02-12 21:20:52,9.5,1.72,2.00,2020-02-12 18:00:00,03:20:52
2020-02-12 21:20:52,13.5,5.00,1.13,2020-02-12 18:00:00,03:20:52
2020-02-12 21:21:02,10.5,2.15,1.62,2020-02-12 18:00:00,03:21:02
2020-02-12 21:21:02,9.5,1.72,2.00,2020-02-12 18:00:00,03:21:02
2020-02-12 21:21:02,13.5,5.00,1.13,2020-02-12 18:00:00,03:21:02
2020-02-12 21:21:12,10.5,2.15,1.62,2020-02-12 18:00:00,03:21:12
2020-02-12 21:21:12,9.5,1.72,2.00,2020-02-12 18:00:00,03:21:12
2020-02-12 21:21:12,13.5,5.00,1.13,2020-02-12 18:00:00,03:21:12
