event_id,timestamp,game_starting_time,minutes,home,away,home_score,away_score,chl_line,chl_hi,chl_low
20200213THU7,14/2/2020 06:35,14/2/2020 06:15,00:20:07,Zamora FC,Plaza Colonia,0,0,11.5,2.5,1.46
20200213THU7,14/2/2020 06:35,14/2/2020 06:15,00:20:17,Zamora FC,Plaza Colonia,0,0,10.5,1.87,1.83
20200213THU7,14/2/2020 06:35,14/2/2020 06:15,00:20:17,Zamora FC,Plaza Colonia,0,0,11.5,2.5,1.46
20200213THU7,14/2/2020 06:35,14/2/2020 06:15,00:20:27,Zamora FC,Plaza Colonia,0,0,10.5,1.87,1.83
20200213THU7,14/2/2020 06:35,14/2/2020 06:15,00:20:27,Zamora FC,Plaza Colonia,0,0,11.5,2.5,1.46
20200213THU7,14/2/2020 06:35,14/2/2020 06:15,00:20:37,Zamora FC,Plaza Colonia,0,0,10.5,1.87,1.83
20200213THU7,14/2/2020 06:35,14/2/2020 06:15,00:20:37,Zamora FC,Plaza Colonia,0,0,11.5,2.5,1.46
20200213THU7,14/2/2020 06:35,14/2/2020 06:15,00:20:48,Zamora FC,Plaza Colonia,0,0,10.5,1.87,1.83
20200213THU7,14/2/2020 06:35,14/2/2020 06:15,00:20:48,Zamora FC,Plaza Colonia,0,0,11.5,2.5,1.46
20200213THU7,14/2/2020 06:35,14/2/2020 06:15,00:20:58,Zamora FC,Plaza Colonia,0,0,10.5,1.87,1.83
20200213THU7,14/2/2020 06:35,14/2/2020 06:15,00:20:58,Zamora FC,Plaza Colonia,0,0,11.5,2.5,1.46
20200213THU7,14/2/2020 06:36,14/2/2020 06:15,00:21:08,Zamora FC,Plaza Colonia,0,0,10.5,1.87,1.83
20200213THU7,14/2/2020 06:36,14/2/2020 06:15,00:21:08,Zamora FC,Plaza Colonia,0,0,11.5,2.5,1.46
20200213THU7,14/2/2020 06:36,14/2/2020 06:15,00:21:18,Zamora FC,Plaza Colonia,0,0,10.5,1.87,1.83
20200213THU7,14/2/2020 06:36,14/2/2020 06:15,00:21:18,Zamora FC,Plaza Colonia,0,0,11.5,2.5,1.46
20200213THU7,14/2/2020 06:36,14/2/2020 06:15,00:21:28,Zamora FC,Plaza Colonia,0,0,10.5,1.95,1.75
20200213THU7,14/2/2020 06:36,14/2/2020 06:15,00:21:28,Zamora FC,Plaza Colonia,0,0,11.5,2.65,1.42
20200213THU7,14/2/2020 06:37,14/2/2020 06:15,00:22:09,Zamora FC,Plaza Colonia,0,0,11.5,1.92,1.78
20200213THU7,14/2/2020 06:37,14/2/2020 06:15,00:22:09,Zamora FC,Plaza Colonia,0,0,12.5,2.6,1.43
20200213THU7,14/2/2020 06:37,14/2/2020 06:15,00:22:19,Zamora FC,Plaza Colonia,0,0,11.5,1.92,1.78
20200213THU7,14/2/2020 06:37,14/2/2020 06:15,00:22:19,Zamora FC,Plaza Colonia,0,0,12.5,2.6,1.43
20200213THU7,14/2/2020 06:37,14/2/2020 06:15,00:22:29,Zamora FC,Plaza Colonia,0,0,11.5,1.92,1.78
20200213THU7,14/2/2020 06:37,14/2/2020 06:15,00:22:29,Zamora FC,Plaza Colonia,0,0,12.5,2.6,1.43
20200213THU7,14/2/2020 06:37,14/2/2020 06:15,00:22:39,Zamora FC,Plaza Colonia,0,0,11.5,1.92,1.78
20200213THU7,14/2/2020 06:37,14/2/2020 06:15,00:22:39,Zamora FC,Plaza Colonia,0,0,12.5,2.6,1.43
20200213THU7,14/2/2020 06:37,14/2/2020 06:15,00:22:49,Zamora FC,Plaza Colonia,0,0,11.5,1.92,1.78
20200213THU7,14/2/2020 06:37,14/2/2020 06:15,00:22:49,Zamora FC,Plaza Colonia,0,0,12.5,2.6,1.43
20200213THU7,14/2/2020 06:37,14/2/2020 06:15,00:22:59,Zamora FC,Plaza Colonia,0,0,11.5,1.92,1.78
20200213THU7,14/2/2020 06:37,14/2/2020 06:15,00:22:59,Zamora FC,Plaza Colonia,0,0,12.5,2.6,1.43
20200213THU7,14/2/2020 06:38,14/2/2020 06:15,00:23:09,Zamora FC,Plaza Colonia,0,0,11.5,1.92,1.78
20200213THU7,14/2/2020 06:38,14/2/2020 06:15,00:23:09,Zamora FC,Plaza Colonia,0,0,12.5,2.6,1.43
20200213THU7,14/2/2020 06:38,14/2/2020 06:15,00:23:20,Zamora FC,Plaza Colonia,0,0,11.5,2.01,1.71
20200213THU7,14/2/2020 06:38,14/2/2020 06:15,00:23:20,Zamora FC,Plaza Colonia,0,0,12.5,2.75,1.39
20200213THU7,14/2/2020 06:38,14/2/2020 06:15,00:23:30,Zamora FC,Plaza Colonia,0,0,11.5,2.01,1.71
20200213THU7,14/2/2020 06:38,14/2/2020 06:15,00:23:30,Zamora FC,Plaza Colonia,0,0,12.5,2.75,1.39
20200213THU7,14/2/2020 06:38,14/2/2020 06:15,00:23:40,Zamora FC,Plaza Colonia,0,0,11.5,2.01,1.71
20200213THU7,14/2/2020 06:38,14/2/2020 06:15,00:23:40,Zamora FC,Plaza Colonia,0,0,12.5,2.75,1.39
20200213THU7,14/2/2020 06:38,14/2/2020 06:15,00:23:50,Zamora FC,Plaza Colonia,0,0,11.5,2.01,1.71
20200213THU7,14/2/2020 06:38,14/2/2020 06:15,00:23:50,Zamora FC,Plaza Colonia,0,0,12.5,2.75,1.39
20200213THU7,14/2/2020 06:39,14/2/2020 06:15,00:24:00,Zamora FC,Plaza Colonia,0,0,11.5,2.01,1.71
20200213THU7,14/2/2020 06:39,14/2/2020 06:15,00:24:00,Zamora FC,Plaza Colonia,0,0,12.5,2.75,1.39
20200213THU7,14/2/2020 06:39,14/2/2020 06:15,00:24:10,Zamora FC,Plaza Colonia,0,0,11.5,2.01,1.71
